_id	pin	address	billing_city	current_delq_tax	current_delq_pi	prior_years	prior_delq_tax	prior_delq_pi	state_description	neighborhood	council_district	ward	public_works_division	pli_division	police_zone	fire_zone	longitude	latitude
1897858	0010C00007000000	BEDFORD AVE	PITTSBURGH, PA	26.68	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97233384194817	40.4505362180454
1897859	0010C00011000000	717 WATT LN	PITTSBURGH, PA	726.2	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97219069227751	40.450470772912695
1897860	0025S00061000000	2941 LEANDER ST	PITTSBURGH, PA	981.6	0	0	0	0	Residential	Bedford Dwellings	7	6	3	6	2	2-24	-79.96723886672896	40.454800210624526
1897861	0025S00208000000	2827 BEDFORD AVE	HARRISBURG, PA	5946.72	0	0	0	0	Commercial	Bedford Dwellings	6	5	3	5	2	2-5	-79.96850179258799	40.453302457468695
1897862	0010G00268000000	2525 WEBSTER AVE	PITTSBURGH, PA	729.11	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97171773494233	40.45016011052672
1897863	0025S00158000000	2827 BEDFORD AVE	HARRISBURG, PA	121.99	0	0	0	0	Commercial	Bedford Dwellings	6	5	3	5	2	2-5	-79.96802296733297	40.45370276248875
1897864	0025S00154000000	WHITE ST	HARRISBURG, PA	118.17	0	0	0	0	Commercial	Bedford Dwellings	6	5	3	5	2	2-5	-79.96773894336496	40.45381479644025
1897865	0010D00173000000	705 FRANCIS ST	PITTSBURGH, PA	233.04	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97023384554282	40.45109443122969
1897866	0025S00156000000	2827 BEDFORD AVE	HARRISBURG, PA	118.18	0	0	0	0	Commercial	Bedford Dwellings	6	5	3	5	2	2-5	-79.96790226532627	40.45375231698702
1897867	0025S00176000000	2910 WHITE ST	PITTSBURGH, PA	47.58	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.96780071477905	40.45333528253694
1897868	0010G00270000000	706 WATT LN	PITTSBURGH, PA	100	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97185895952688	40.45027271428189
1897869	0010C00079000000	2616 BEDFORD AVE	PITTSBURGH, PA	1057.84	0	0	0	0	Residential	Bedford Dwellings	6	5	3	5	2	2-5	-79.97079332852451	40.45117647728217
1897870	0062F00194000000	2382 PALM BEACH AVE	PITTSBURGH, PA	639.25	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02633170106905	40.40042697206112
1897871	0016P00052000000	1332 BELASCO AVE	NEDERLAND, TX	960.62	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02794819200935	40.41486570769451
1897872	0005K00202000000	1244 SHADYCREST DR	PITTSBURGH, PA	1004.48	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02670573442737	40.42616031131776
1897873	0035C00106000000	1410 KENBERMA AVE	IRVING, TX	936.61	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02235022523385	40.41387131946043
1897874	0035G00037000000	1535 BROADWAY AVE	PITTSBURGH, PA	2167.13	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02404183448307	40.411043824601066
1897875	0035P00065000000	1904 BELASCO AVE	BROOKLYN, NY	2151.89	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02646040183862	40.40622557791925
1897876	0016R00054000000	805 BAYONNE AVE	PITTSBURGH, PA	2601.7	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.0236876557951	40.41451031973444
1897877	0035F00015000000	1608 ALVERADO AVE	PITTSBURGH, PA	304.96	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02859185534422	40.41009027483758
1897878	0062F00228000000	2345 PALM BEACH AVE	PITTSBURGH, PA	254.25	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02583079209924	40.401306417803305
1897879	0035L00005000000	1823 REALTY AVE	PITTSBURGH, PA	384.15	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02427137228403	40.40686718481064
1897880	0035A00080000000	NAPOLEON ST	PITTSBURGH, PA	114.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02956968519835	40.41143651385468
1897881	0035D00110000000	1422 ORANGEWOOD AVE	PITTSBURGH, PA	2273.87	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01866279175894	40.41250563341482
1897882	0035C00274000000	1424 ROCKLAND AVE	PITTSBURGH, PA	797.46	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02044843442138	40.41245173636578
1897883	0035C00058000000	1519 FALLOWFIELD AVE	PITTSBURGH, PA	2502.59	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02355341469917	40.41218154218374
1897884	0062B00113000000	2217 SARANAC AVE	IRVING, TX	23.41	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02684902242969	40.403271250167165
1897885	0035K00005000000	1926 BROADWAY AVE	VERONA, PA	2725.6	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.0281486443197	40.4068318111454
1897886	0035G00068000000	1648 FALLOWFIELD AVE	PITTSBURGH, PA	436.33	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02393462402382	40.40908205547298
1897887	0016K00186000000	1120 TROPICAL AVE	IRVING, TX	1190.09	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02555280214942	40.417737337876254
1897888	0005P00159000000	1165 SHADYCREST DR	PITTSBURGH, PA	298.86	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02715018777863	40.424547426440085
1897889	0062J00044000000	32 WENZELL PL	PITTSBURGH, PA	602.29	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03053439740019	40.39887812324881
1897890	0035K00114000000	BROADWAY AVE	PITTSBURGH, PA	28.6	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02641158248414	40.40769709986365
1897891	0062J00056000000	58 WENZELL PL	EIGHTY FOUR, PA	960.64	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0298254845274	40.39812647892842
1897892	0035E00093000000	CANTON AVE	HUNKER, PA	19.06	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02983629721938	40.40964579212792
1897893	0016P00058000000	1342 BELASCO AVE	PITTSBURGH, PA	1284.64	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02792401736055	40.41437479614532
1897894	0016P00010000000	ALVERADO AVE	PITTSBURGH, PA	114.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02828348104946	40.4144359439816
1897895	0016P00235000000	1304 BEECHVIEW AVE	NEDERLAND, TX	1040.68	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02527511752345	40.416052602259214
1897896	0062K00050000000	2443 VODELI ST	PITTSBURGH, PA	695.7	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02744673113436	40.39915320683392
1897897	0062B00138000000	2222 PALM BEACH AVE	PITTSBURGH, PA	1071.18	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02645123786189	40.40319745748312
1897898	0035P00314000000	2127 VODELI ST	PITTSBURGH, PA	717.41	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02785621820026	40.40415316969236
1897899	0035F00165000000	1553 RUTHERFORD AVE	PITTSBURGH, PA	1183.64	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02628328229859	40.410638115742394
1897900	0062J00043000000	30 WENZELL PL	PITTSBURGH, PA	602.3	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0305790318267	40.3989379625498
1897901	0016P00208000000	1341 METHYL ST	DES MOINES, IA	1419.98	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02558507318861	40.41452984670843
1897902	0016P00115000000	RUTHERFORD AVE	PITTSBURGH, PA	114.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02705781340174	40.41506496042741
1897903	0034A00010000000	84 DAWN AVE	BALA CYNWYD, PA	2077.56	0	0	0	0	Commercial	Beechview	2	19	5	19	6	4-28	-80.01362013854515	40.413869769175285
1897904	0035H00242000000	1681 SUBURBAN AVE	PITTSBURGH, PA	1237.01	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01988243332968	40.40978699514678
1897905	0035N00253000000	2732 SHIRAS AVE	PITTSBURGH, PA	1095.96	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03099470474505	40.40419204494224
1897906	0062J00059000000	62 WENZELL PL	PITTSBURGH, PA	1107.4	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0295912076112	40.398209808614
1897907	0035H00214000000	SUBURBAN AVE	PITTSBURGH, PA	19.06	0	0	0	0	Residential	Beechview	2	19	5	19	6	4-28	-80.0182768281672	40.4093250101651
1897908	0035E00064000000	NAPOLEON ST	PITTSBURGH, PA	101.66	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02954654086045	40.41093728990857
1897909	0035N00156000000	BROADWAY AVE	PITTSBURGH, PA	30.5	0	0	0	0	Commercial	Beechview	4	20	5	20	6	4-28	-80.02971783331557	40.406030058649314
1897910	0035F00275000000	1540 BEECHVIEW AVE	PITTSBURGH, PA	45.28	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.0250569336727	40.41117582477864
1897911	0035H00046000000	1533 WESTFIELD ST	IRVING, TX	1515.28	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01894935848645	40.411219205498064
1897912	0035L00056000000	1733 TONOPAH AVE	IRVING, TX	41.95	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02404827630502	40.40745727128357
1897913	0062A00059000000	2742 SHIRAS AVE	PRESTO, PA	19.06	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03147526147772	40.4041324281274
1897914	0035N00155000000	BOUSTEAD ST	PITTSBURGH, PA	30.5	0	0	0	0	Commercial	Beechview	4	20	5	20	6	4-28	-80.02980596201651	40.405983533230696
1897915	0035E00028000000	1611 NAPOLEON ST	PITTSBURGH, PA	639.12	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02894363616257	40.40991640333091
1897916	0035K00111000000	1810 BROADWAY AVE	WASHINGTON, PA	1696.34	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02669100165677	40.40755996164843
1897917	0062A00129000000	2210 BROADWAY AVE	PITTSBURGH, PA	600	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03084274951385	40.40356798743976
1897918	0035G00059000000	1626 FALLOWFIELD AVE	PITTSBURGH, PA	922.5	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02397095536625	40.40983054156271
1897919	0035K00141000000	1703 RUTHERFORD AVE	PITTSBURGH, PA	640.44	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02616167091898	40.40837163708987
1897920	0016R00052000000	1359 FALLOWFIELD AVE	PITTSBURGH, PA	597.32	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02369674333373	40.4146754851532
1897921	0035C00203000000	1514 ALTON ST	LONG BRANCH, NJ	1242.71	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0212909202433	40.41160160258831
1897922	0062B00068000000	2204 SARANAC AVE	PITTSBURGH, PA	350.78	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02743025491057	40.40367030158608
1897923	0035L00079000000	1805 FALLOWFIELD AVE	CANONSBURG, PA	1172.2	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02326877752361	40.40729789047848
1897924	0062J00041000000	24 WENZELL PL	PITTSBURGH, PA	602.29	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03067646601006	40.39905190165435
1897925	0035G00162000000	1610 KIRALFY AVE	PITTSBURGH, PA	1071.18	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02208455431207	40.4093217488571
1897926	0035M00055000000	1806 RINGWALT ST	PITTSBURGH, PA	635.45	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0197980215235	40.40720029654132
1897927	0035L00151000000	1719 DAGMAR AVE	PITTSBURGH, PA	1122.65	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02242285682206	40.40804902832948
1897928	0035R00001000000	1835 REALTY AVE	PITTSBURGH, PA	27.34	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02426380310979	40.40652958065769
1897929	0035P00280000000	2137 PALM BEACH AVE	PITTSBURGH, PA	1393.3	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02723063527074	40.40486897827402
1897930	0035G00012000000	1621 BROADWAY AVE	PITTSBURGH, PA	2077.54	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02433016246275	40.4097382165309
1897931	0035H00099000000	1538 PRINCESS AVE	PITTSBURGH, PA	3902.55	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01767217884958	40.411009308330975
1897932	0035F00250000000	1648 BROADWAY AVE	PITTSBURGH, PA	2153.78	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02496026441419	40.40913264707808
1897933	0035A00105000000	1459 BANKSVILLE RD	PITTSBURGH, PA	127.71	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02964607645208	40.41311915579482
1897934	0035L00244000000	FAIRACRES AVE	PITTSBURGH, PA	24.79	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02109816306486	40.407669295043775
1897935	0036M00233000000	2239 BANKSVILLE RD	PITTSBURGH, PA	11430.3	0	0	0	0	Commercial	Beechview	2	20	5	20	6	4-9	-80.0336368489254	40.406950611669856
1897936	0016P00150000000	1327 RUTHERFORD AVE	PITTSBURGH, PA	984.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02651815850592	40.415160566601614
1897937	0035J00331000000	1942 BROADWAY AVE	PITTSBURGH, PA	28.32	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.0286403533059	40.40658642647006
1897938	0035B00002000000	1529 ALVERADO AVE	PITTSBURGH, PA	1433.31	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02813235846139	40.41148377529745
1897939	0035H00124000000	1615 PRINCESS AVE	PITTSBURGH, PA	658.31	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0175463187996	40.41022119167862
1897940	0005P00158000000	1163 SHADYCREST DR	PITTSBURGH, PA	322.64	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02714704364317	40.42448017096786
1897941	0035F00014000000	1608 ALVERADO AVE	PITTSBURGH, PA	319.04	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02858563924414	40.410006394276714
1897942	0035K00252000000	1728 REALTY AVE	WASHINGTON, PA	421.98	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02481818897468	40.407747249770175
1897943	0035D00129000000	ORANGEWOOD AVE	PITTSBURGH, PA	383.12	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01808777331625	40.41194245259338
1897944	0016P00009000000	ALVERADO AVE	PITTSBURGH, PA	114.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02827986365462	40.41435969426629
1897945	0062E00150000000	2637 MACKINAW AVE	CRANBERRY TWP, PA	31.59	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02870610991766	40.400094937779336
1897946	0016S00088000000	1306 ORANGEWOOD AVE	PITTSBURGH, PA	820.33	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01872258092082	40.41393145555932
1897947	0035C00060000000	1523 FALLOWFIELD AVE	PITTSBURGH, PA	592.39	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02354151349569	40.412014658529806
1897948	0063D00074000000	2606 CONNECTICUT AVE	PITTSBURGH, PA	265.69	0	0	0	0	Residential	Beechview	2	20	5	20	6	4-28	-80.03408017724138	40.40196137407967
1897949	0035R00166000000	1843 FALLOWFIELD AVE	PITTSBURGH, PA	585.91	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02327027338738	40.406219409016565
1897950	0016C00001000000	907 TROPICAL AVE	PITTSBURGH, PA	1124.31	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02437446143054	40.4212945388206
1897951	0035D00140000000	1403 ORANGEWOOD AVE	PITTSBURGH, PA	1740.19	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01813087324443	40.41296445132895
1897952	0016R00006000000	1402 FALLOWFIELD AVE	PITTSBURGH, PA	353.37	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02422485911205	40.41417791080089
1897953	0035B00207000000	1511 METHYL ST	PITTSBURGH, PA	850.08	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02549556577476	40.41245882457728
1897954	0034A00151000000	132 SEBRING AVE	PITTSBURGH, PA	185.02	0	0	0	0	Residential	Beechview	2	19	5	19	6	4-28	-80.01271518820643	40.41239429922744
1897955	0035C00007000000	1528 FALLOWFIELD AVE	PITTSBURGH, PA	202.64	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02409355023315	40.41174733350053
1897956	0035F00261000000	1616 BROADWAY AVE	PITTSBURGH, PA	7147.5	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.02498942945005	40.40996178065812
1897957	0016G00025000000	961 GLADYS AVE	WESTLAKE, TX	3315.28	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02355453589887	40.419290366675455
1897958	0035K00232000000	1838 TONOPAH AVE	PITTSBURGH, PA	1307.52	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02633052222609	40.40682853024003
1897959	0062F00031000000	2629 MACKINAW AVE	PITTSBURGH, PA	1530.53	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02842893054931	40.40008284057964
1897960	0016B00040000000	869 SHADYCREST RD	IRVING, TX	1534.34	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0252989432391	40.421624658779685
1897961	0035B00103000000	1412 RUTHERFORD AVE	PITTSBURGH, PA	956.81	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02697997617399	40.41369680263576
1897962	0062F00156000000	2379 SARANAC AVE	PITTSBURGH, PA	1229.38	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02673270681235	40.40051695764998
1897963	0062A00058000000	2744 SHIRAS AVE	PRESTO, PA	21.81	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03161733415729	40.40413666039103
1897964	0062J00002000000	2515 WENZELL AVE	PITTSBURGH, PA	1320.86	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02883123070735	40.399259393421865
1897965	0062C00069000000	2011 TEXDALE ST	PITTSBURGH, PA	1080.71	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02105363307889	40.40345770503343
1897966	0062A00247000000	2222 LOS ANGELES AVE	BRIDGEVILLE, PA	905.36	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02931200997993	40.4029543553016
1897967	0035H00080000000	1543 ORANGEWOOD AVE	PITTSBURGH, PA	1153.14	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01802522501008	40.4109147917623
1897968	0034A00252000000	241 TRAYMORE AVE	PITTSBURGH, PA	92.51	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01477553144932	40.41178045066832
1897969	0062A00251000000	2214 LOS ANGELES AVE	PITTSBURGH, PA	134.09	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02932855969689	40.40332525467174
1897970	0035R00201000000	DAGMAR AVE	CLEVELAND, OH	125.8	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02227528094637	40.406094043022186
1897971	0016P00279000000	1331 BEECHVIEW AVE	PITTSBURGH, PA	1368.52	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02467529454486	40.41488416749891
1897972	0005P00138000000	1104 SHADYCREST DR	HERMITAGE, PA	1021.61	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02550004252441	40.42367889027112
1897973	0035R00120000000	1901 FALLOWFIELD AVE	PITTSBURGH, PA	1259.83	0	0	0	0	Commercial	Beechview	4	19	5	19	6	4-28	-80.0226869594858	40.40460875465222
1897974	0035R00297000000	1857 KIRALFY AVE	PITTSBURGH, PA	824.15	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02131132803373	40.4058839648704
1897975	0036S00262000000	626 WENZELL AVE	PITTSBURGH, PA	731.9	0	0	0	0	Residential	Beechview	2	20	5	20	6	4-28	-80.03317950887433	40.40462034961286
1897976	0016J00070000000	1201 BANKSVILLE RD	CORAOPOLIS, PA	23.19	0	0	0	0	Commercial	Beechview	2	20	5	20	6	4-28	-80.02929129163894	40.418337273126795
1897977	0015N00038000000	94 DAWN AVE	PITTSBURGH, PA	1143.6	0	0	0	0	Residential	Beechview	2	19	5	19	6	4-28	-80.01432575223494	40.41413425009984
1897978	0035H00245000A00	254 CAPE MAY AVE	PITTSBURGH, PA	160.13	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0198596100696	40.40943755685674
1897979	0016P00237000000	1306 BEECHVIEW AVE	NEDERLAND, TX	1240.81	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0253061015142	40.41596956454495
1897980	0016L00084000000	1200 DAGMAR AVE	PITTSBURGH, PA	1153.89	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02346779579443	40.41678186753034
1897981	0005P00075000000	717 SHADYCREST RD	PITTSBURGH, PA	444.86	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02622264848449	40.42521722736814
1897982	0035H00283000000	WEST LIBERTY AVE	PITTSBURGH, PA	131.52	0	0	0	0	Commercial	Beechview	2	19	5	19	6	4-28	-80.01642606744895	40.41018305171137
1897983	0035E00096000000	1623 CANTON AVE	HUNKER, PA	562.28	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0298283972562	40.409438843647166
1897984	0035H00254000000	130 CAPE MAY AVE	PITTSBURGH, PA	1972.72	0	0	0	0	Residential	Beechview	2	19	5	19	6	4-28	-80.01888989020746	40.40910662529388
1897985	0035D00066000000	1519 WESTFIELD ST	PITTSBURGH, PA	604.94	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.0189689682821	40.411536307322606
1897986	0035G00243000000	337 CAPE MAY AVE	PITTSBURGH, PA	547.77	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02162865933387	40.41019627780295
1897987	0035M00044000000	1719 RINGWALT ST	PITTSBURGH, PA	403.05	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01966529304326	40.407806417091415
1897988	0016L00016000000	1102 GLADYS AVE	PITTSBURGH, PA	753.51	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02441966194598	40.417962543394154
1897989	0005P00157000000	1161 SHADYCREST DR	PITTSBURGH, PA	300.12	0	0	0	0	Residential	Beechview	4	20	5	20	6	4-28	-80.02711823171185	40.4244148509458
1897990	0062J00048000000	42 WENZELL PL	DES MOINES, IA	964.44	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03033359964483	40.39864457714737
1897991	0035B00106000000	1418 RUTHERFORD AVE	PITTSBURGH, PA	423.88	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02732416801129	40.413450957253815
1897992	0016B00092000000	914 SHADYCREST RD	PITTSBURGH, PA	1131	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02617299955945	40.421380910979885
1897993	0062A00015000000	2312 CANDACE ST	PITTSBURGH, PA	677.37	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.03229340380979	40.4021741088808
1897994	0035C00044000000	1427 FALLOWFIELD AVE	IRVING, TX	1334.2	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02362409001603	40.41317378760979
1897995	0016P00196000000	1406 METHYL ST	CANONSBURG, PA	920.61	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02609827419411	40.41394881985824
1897996	0015N00042000000	90 DAWN AVE	PITTSBURGH, PA	686.91	0	0	0	0	Residential	Beechview	2	19	5	19	6	4-28	-80.01400338014327	40.414011452022976
1897997	0035C00202000000	1516 ALTON ST	WESTLAKE, TX	1048.3	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02128296276558	40.41152050285795
1897998	0035F00104000000	1537 BELASCO AVE	PITTSBURGH, PA	953.02	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02719273947292	40.41073372501449
1897999	0016F00130000000	113 SHADYVIEW PL	PITTSBURGH, PA	1550.32	0	0	0	0	Residential	Beechview	2	20	5	20	6	4-28	-80.02715361312238	40.420356173735776
1898000	0035J00018000000	809 HILLGROVE AVE	PITTSBURGH, PA	326.69	0	0	0	0	Residential	Beechview	2	20	5	20	6	4-9	-80.03254915163969	40.4070385589432
1898001	0035C00179000000	1339 KENBERMA AVE	PITTSBURGH, PA	1444.75	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.02175297885145	40.413214596787945
1898002	0034A00205000000	251 SEBRING AVE	PRESTO, PA	22.41	0	0	0	0	Residential	Beechview	4	19	5	19	6	4-28	-80.01500461925606	40.41236186224797
1898003	0036S00194000000	707 WENZELL AVE	PITTSBURGH, PA	261.77	0	0	0	0	Residential	Beechview	2	20	5	20	6	4-28	-80.03386967155508	40.40525800445409
